"species","Spnvisits","P90","prop_abs","Taxa","Taxa_Root"
"Cladonia portentosa_last10yrs",448,81.4,0.906860706860707,"last10yrsLichens","Lichens"
"Cladonia pyxidata_last10yrs",344,47,0.928482328482328,"last10yrsLichens","Lichens"
"Cladonia ramulosa_last10yrs",198,41,0.958835758835759,"last10yrsLichens","Lichens"
"Cladonia rangiferina_last10yrs",16,3.3,0.996673596673597,"last10yrsLichens","Lichens"
"Cladonia rangiformis_last10yrs",290,50,0.93970893970894,"last10yrsLichens","Lichens"
"Cladonia rei_last10yrs",15,8.2,0.997302158273381,"last10yrsLichens","Lichens"
"Cladonia scabriuscula_last10yrs",43,6.4,0.991060291060291,"last10yrsLichens","Lichens"
"Cladonia squamosa s. lat._last10yrs",91,12.7,0.981081081081081,"last10yrsLichens","Lichens"
"Cladonia squamosa var. squamosa_last10yrs",148,22.6,0.969230769230769,"last10yrsLichens","Lichens"
"Cladonia squamosa var. subsquamosa_last10yrs",129,30.5,0.974510966212211,"last10yrsLichens","Lichens"
"Cladonia straminea_last10yrs",2,1,0.999773448119619,"last10yrsLichens","Lichens"
"Cladonia strepsilis_last10yrs",108,30.6,0.977546777546778,"last10yrsLichens","Lichens"
"Cladonia subcervicornis_last10yrs",165,33.5,0.965696465696466,"last10yrsLichens","Lichens"
"Cladonia subulata_last10yrs",121,21.2,0.974844074844075,"last10yrsLichens","Lichens"
"Cladonia sulphurina_last10yrs",19,3.3,0.996049896049896,"last10yrsLichens","Lichens"
"Cladonia symphycarpia_last10yrs",8,3.8,0.998419284726339,"last10yrsLichens","Lichens"
"Cladonia trassii_last10yrs",3,1.9,0.999691516709512,"last10yrsLichens","Lichens"
"Cladonia uncialis subsp. biuncialis_last10yrs",242,51.2,0.94968814968815,"last10yrsLichens","Lichens"
"Cladonia uncialis subsp. uncialis_last10yrs",14,3,0.997089397089397,"last10yrsLichens","Lichens"
"Cladonia zopfii_last10yrs",40,11.4,0.992805755395683,"last10yrsLichens","Lichens"
"Claurouxia chalybeioides_last10yrs",2,1,0.999604821181585,"last10yrsLichens","Lichens"
"Clauzadea chondrodes_last10yrs",7,2.2,0.998616874135546,"last10yrsLichens","Lichens"
"Clauzadea immersa_last10yrs",51,9.6,0.989922940130409,"last10yrsLichens","Lichens"
"Clauzadea metzleri_last10yrs",27,5.6,0.994665085951393,"last10yrsLichens","Lichens"
"Clauzadea monticola_last10yrs",100,14.1,0.979209979209979,"last10yrsLichens","Lichens"
"Clauzadeana macula_last10yrs",24,5.2,0.995989304812834,"last10yrsLichens","Lichens"
"Cliostomum coppinsii_last10yrs",1,1,0.999911457411015,"last10yrsLichens","Lichens"
"Cliostomum corrugatum_last10yrs",2,1,0.999837438023246,"last10yrsLichens","Lichens"
"Cliostomum flavidulum_last10yrs",30,7.2,0.993762993762994,"last10yrsLichens","Lichens"
"Cliostomum griffithii_last10yrs",348,49.1,0.927650727650728,"last10yrsLichens","Lichens"
"Cliostomum leprosum_last10yrs",1,1,0.999892078566803,"last10yrsLichens","Lichens"
"Cliostomum tenerum_last10yrs",6,1,0.998752598752599,"last10yrsLichens","Lichens"
"Clypeococcum cladonema_last10yrs",2,1,0.999735274652548,"last10yrsLichens","Lichens"
"Clypeococcum hypocenomycis_last10yrs",13,3,0.997297297297297,"last10yrsLichens","Lichens"
"Coccotrema citrinescens_last10yrs",8,2,0.998336798336798,"last10yrsLichens","Lichens"
"Collema auriforme_last10yrs",251,31.7,0.947817047817048,"last10yrsLichens","Lichens"
"Collema bachmanianum_last10yrs",2,1,0.999665775401069,"last10yrsLichens","Lichens"
"Collema callopismum_last10yrs",1,1,0.999867637326274,"last10yrsLichens","Lichens"
"Collema callopismum var. callopismum_last10yrs",0,0,1,"last10yrsLichens","Lichens"
"Collema ceraniscum_last10yrs",1,1,0.999930536260072,"last10yrsLichens","Lichens"
"Collema confertum_last10yrs",2,1,0.99970479704797,"last10yrsLichens","Lichens"
"Collema crispum var. crispum_last10yrs",185,25.2,0.961538461538462,"last10yrsLichens","Lichens"
"Collema crispum var. metzleri_last10yrs",4,1.8,0.999568314267213,"last10yrsLichens","Lichens"
"Collema cristatum var. cristatum_last10yrs",27,4.2,0.994665085951393,"last10yrsLichens","Lichens"
"Collema cristatum var. marginale_last10yrs",11,3.5,0.997713097713098,"last10yrsLichens","Lichens"
"Collema dichotomum_last10yrs",34,4.6,0.993884892086331,"last10yrsLichens","Lichens"
"Collema fasciculare_last10yrs",45,8.2,0.990644490644491,"last10yrsLichens","Lichens"
"Collema flaccidum_last10yrs",34,6.2,0.992931392931393,"last10yrsLichens","Lichens"
"Collema fragile_last10yrs",12,4.4,0.997628927089508,"last10yrsLichens","Lichens"
"Collema fragrans_last10yrs",8,2,0.998819188191882,"last10yrsLichens","Lichens"
"Collema furfuraceum_last10yrs",57,8.3,0.988149688149688,"last10yrsLichens","Lichens"
"Collema fuscovirens_last10yrs",94,14,0.980457380457381,"last10yrsLichens","Lichens"
"Collema glebulentum_last10yrs",4,1.8,0.999331550802139,"last10yrsLichens","Lichens"
"Collema latzelii_last10yrs",10,4.4,0.998328877005348,"last10yrsLichens","Lichens"
"Collema limosum_last10yrs",1,1,0.999820143884892,"last10yrsLichens","Lichens"
"Collema multipartitum_last10yrs",11,3,0.998021582733813,"last10yrsLichens","Lichens"
"Collema nigrescens_last10yrs",10,2.4,0.998024105907923,"last10yrsLichens","Lichens"
"Collema occultatum_last10yrs",2,1,0.999640287769784,"last10yrsLichens","Lichens"
"Collema polycarpon_last10yrs",19,3,0.996049896049896,"last10yrsLichens","Lichens"
"Collema subflaccidum_last10yrs",52,9.1,0.989189189189189,"last10yrsLichens","Lichens"
"Collema subnigrescens_last10yrs",1,1,0.999892078566803,"last10yrsLichens","Lichens"
"Collema tenax var. tenax_last10yrs",133,18.2,0.972349272349272,"last10yrsLichens","Lichens"
"Collema tenax var. ceranoides_last10yrs",58,10.1,0.987941787941788,"last10yrsLichens","Lichens"
"Collema tenax var. corallinum_last10yrs",1,1,0.9997920997921,"last10yrsLichens","Lichens"
"Collema tenax var. vulgare_last10yrs",8,2,0.998336798336798,"last10yrsLichens","Lichens"
"Collema undulatum var. granulosum_last10yrs",2,1,0.99984494922087,"last10yrsLichens","Lichens"
"Collema undulatum var. undulatum_last10yrs",3,1.9,0.999660172179429,"last10yrsLichens","Lichens"
"Collemopsidium angermannicum_last10yrs",6,1.6,0.998997326203209,"last10yrsLichens","Lichens"
"Collemopsidium arenisedum_last10yrs",1,1,0.999852398523985,"last10yrsLichens","Lichens"
"Collemopsidium caesium_last10yrs",1,1,0.999906217762356,"last10yrsLichens","Lichens"
"Collemopsidium elegans_last10yrs",2,1,0.999871341267288,"last10yrsLichens","Lichens"
"Collemopsidium foveolatum_last10yrs",14,2.3,0.997089397089397,"last10yrsLichens","Lichens"
"Collemopsidium halodytes_last10yrs",10,4.8,0.999085003202489,"last10yrsLichens","Lichens"
"Collemopsidium monense_last10yrs",1,1,0.999911457411015,"last10yrsLichens","Lichens"
"Collemopsidium pelvetiae_last10yrs",1,1,0.999906217762356,"last10yrsLichens","Lichens"
"Collemopsidium sublitorale_last10yrs",3,1,0.999376299376299,"last10yrsLichens","Lichens"
"Collolechia caesia_last10yrs",0,0,1,"last10yrsLichens","Lichens"
"Coppinsia minutissima_last10yrs",1,1,0.999843701156611,"last10yrsLichens","Lichens"
"Cornicularia normoerica_last10yrs",18,6,0.996257796257796,"last10yrsLichens","Lichens"
"Cornutispora ciliata_last10yrs",5,1.7,0.998960498960499,"last10yrsLichens","Lichens"
"Cornutispora lichenicola_last10yrs",4,1,0.999168399168399,"last10yrsLichens","Lichens"
"Cornutispora triangularis_last10yrs",2,1,0.999803806160487,"last10yrsLichens","Lichens"
"Corticifraga fuckelii_last10yrs",6,2.8,0.998814463544754,"last10yrsLichens","Lichens"
"Corticifraga peltigerae_last10yrs",2,1,0.999761336515513,"last10yrsLichens","Lichens"
"Corticiruptor abeloneae_last10yrs",3,1.9,0.999557195571956,"last10yrsLichens","Lichens"
"Cresponea premnea_last10yrs",87,12.5,0.981912681912682,"last10yrsLichens","Lichens"
"Cresporhaphis wienkampii_last10yrs",1,1,0.999908500320249,"last10yrsLichens","Lichens"
"Cryptolechia carneolutea_last10yrs",14,2.6,0.998042231855685,"last10yrsLichens","Lichens"
"Cryptothele rhodosticta_last10yrs",0,0,1,"last10yrsLichens","Lichens"
"Cyphelium inquinans_last10yrs",34,5.6,0.993281960086939,"last10yrsLichens","Lichens"
"Cyphelium marcianum_last10yrs",1,1,0.999874007811516,"last10yrsLichens","Lichens"
"Cyphelium notarisii_last10yrs",7,2,0.999021115927842,"last10yrsLichens","Lichens"
"Cyphelium sessile_last10yrs",8,2.6,0.998663101604278,"last10yrsLichens","Lichens"
"Cyphelium tigillare_last10yrs",1,1,0.999908500320249,"last10yrsLichens","Lichens"
"Cyrtidula hippocastani_last10yrs",19,4.8,0.99682486631016,"last10yrsLichens","Lichens"
"Cyrtidula quercus_last10yrs",48,7.1,0.990515708358032,"last10yrsLichens","Lichens"
"Cystocoleus ebeneus_last10yrs",41,7,0.991476091476092,"last10yrsLichens","Lichens"
"Dacampia hookeri_last10yrs",1,1,0.999820143884892,"last10yrsLichens","Lichens"
"Dacampia leptogiicola_last10yrs",1,1,0.999929607208222,"last10yrsLichens","Lichens"
"Dactylospora amygdalariae_last10yrs",0,0,1,"last10yrsLichens","Lichens"
"Dactylospora attendenda_last10yrs",0,0,1,"last10yrsLichens","Lichens"
"Dactylospora australis_last10yrs",1,1,0.999820143884892,"last10yrsLichens","Lichens"
"Dactylospora lobariella_last10yrs",4,1.8,0.999209642363169,"last10yrsLichens","Lichens"
"Dactylospora microspora_last10yrs",2,1,0.999604821181585,"last10yrsLichens","Lichens"
"Dactylospora ophthalamizae_last10yrs",6,2,0.999244046869094,"last10yrsLichens","Lichens"
"Dactylospora parasitica_last10yrs",29,7.2,0.993970893970894,"last10yrsLichens","Lichens"
"Dactylospora parellaria_last10yrs",2,1,0.9995841995842,"last10yrsLichens","Lichens"
"Dactylospora purpurascens_last10yrs",0,0,1,"last10yrsLichens","Lichens"
"Dactylospora saxatilis_last10yrs",2,1,0.999773448119619,"last10yrsLichens","Lichens"
"Dactylospora tegularum_last10yrs",1,1,0.999874007811516,"last10yrsLichens","Lichens"
"Degelia atlantica_last10yrs",136,23.8,0.971725571725572,"last10yrsLichens","Lichens"
"Degelia cyanoloma_last10yrs",61,14,0.987318087318087,"last10yrsLichens","Lichens"
"Degelia ligulata_last10yrs",4,1.8,0.999209642363169,"last10yrsLichens","Lichens"
"Degelia plumbea s. lat._last10yrs",103,16.3,0.97964829085161,"last10yrsLichens","Lichens"
"Degelia plumbea s. str._last10yrs",64,17.3,0.986694386694387,"last10yrsLichens","Lichens"
"Dermatocarpon deminuens_last10yrs",0,0,1,"last10yrsLichens","Lichens"
"Dermatocarpon intestiniforme_last10yrs",10,2.4,0.997920997920998,"last10yrsLichens","Lichens"
"Dermatocarpon leptophyllodes_last10yrs",1,1,0.999867637326274,"last10yrsLichens","Lichens"
"Dermatocarpon luridum_last10yrs",45,7,0.991108476585655,"last10yrsLichens","Lichens"
"Dermatocarpon meiophyllizum_last10yrs",11,2.4,0.997826516498716,"last10yrsLichens","Lichens"
"Dermatocarpon miniatum_last10yrs",70,14,0.985446985446986,"last10yrsLichens","Lichens"
"Dermatocarpon miniatum var. complicatum_last10yrs",3,1.9,0.999498663101604,"last10yrsLichens","Lichens"
"Dermatocarpon rivulorum_last10yrs",0,0,1,"last10yrsLichens","Lichens"
"Dibaeis baeomyces_last10yrs",79,13.9,0.983575883575884,"last10yrsLichens","Lichens"
"Dictyonema interruptum_last10yrs",1,1,0.999802410590792,"last10yrsLichens","Lichens"
"Didymellopsis collematum_last10yrs",1,1,0.999935670633644,"last10yrsLichens","Lichens"
"Diederichia pseudeverniae_last10yrs",2,1,0.999665775401069,"last10yrsLichens","Lichens"
"Dimerella lutea_last10yrs",133,19.2,0.972349272349272,"last10yrsLichens","Lichens"
"Dimerella pineti_last10yrs",188,27.3,0.960914760914761,"last10yrsLichens","Lichens"
"Diploicia canescens_last10yrs",484,65,0.899376299376299,"last10yrsLichens","Lichens"
"Diploschistes actinostomus_last10yrs",1,1,0.999897172236504,"last10yrsLichens","Lichens"
"Diploschistes caesioplumbeus_last10yrs",7,2,0.998616874135546,"last10yrsLichens","Lichens"
"Diploschistes gypsaceus_last10yrs",8,2,0.998561151079137,"last10yrsLichens","Lichens"
"Diploschistes muscorum_last10yrs",61,13.4,0.987318087318087,"last10yrsLichens","Lichens"
"Diploschistes scruposus_last10yrs",107,13.3,0.977754677754678,"last10yrsLichens","Lichens"
"Diplotomma alboatrum_last10yrs",319,41.6,0.933679833679834,"last10yrsLichens","Lichens"
"Diplotomma chlorophaeum_last10yrs",6,3.4,0.998920863309352,"last10yrsLichens","Lichens"
"Diplotomma hedinii_last10yrs",13,3,0.9974313376803,"last10yrsLichens","Lichens"
"Diplotomma murorum_last10yrs",4,1.8,0.999209642363169,"last10yrsLichens","Lichens"
"Diplotomma pharcidium_last10yrs",2,1,0.9995841995842,"last10yrsLichens","Lichens"
"Dirina massiliensis f. sorediata_last10yrs",235,30,0.951143451143451,"last10yrsLichens","Lichens"
"Dirina massiliensis f. massiliensis_last10yrs",14,4.4,0.99823610936122,"last10yrsLichens","Lichens"
"Echinodiscus lesdainii_last10yrs",1,1,0.999802410590792,"last10yrsLichens","Lichens"
"Eiglera flavida_last10yrs",2,2,0.999784157133607,"last10yrsLichens","Lichens"
"Elixia flexella_last10yrs",4,1.8,0.999331550802139,"last10yrsLichens","Lichens"
"Endocarpon adscendens_last10yrs",0,0,1,"last10yrsLichens","Lichens"
"Endocarpon pallidulum_last10yrs",0,0,1,"last10yrsLichens","Lichens"
"Endocarpon pusillum_last10yrs",9,2.5,0.998980516538287,"last10yrsLichens","Lichens"
"Endococcus apiciicola_last10yrs",3,1,0.999725500960747,"last10yrsLichens","Lichens"
"Endococcus brachysporus_last10yrs",3,1,0.999407231772377,"last10yrsLichens","Lichens"
"Endococcus caudisporus_last10yrs",1,1,0.999928320550498,"last10yrsLichens","Lichens"
"Endococcus exerrans_last10yrs",1,1,0.999867637326274,"last10yrsLichens","Lichens"
"Endococcus fusiger_last10yrs",1,1,0.999843701156611,"last10yrsLichens","Lichens"
"Endococcus macrosporus_last10yrs",0,0,1,"last10yrsLichens","Lichens"
"Endococcus perpusillus_last10yrs",5,2,0.99910071942446,"last10yrsLichens","Lichens"
"Endococcus propinquus_last10yrs",2,1,0.999665775401069,"last10yrsLichens","Lichens"
"Endococcus rugulosus_last10yrs",2,1,0.9995841995842,"last10yrsLichens","Lichens"
"Endococcus verrucisporus_last10yrs",1,1,0.999852398523985,"last10yrsLichens","Lichens"
"Endophragmiella hughesii_last10yrs",2,1,0.999720318836526,"last10yrsLichens","Lichens"
"Enterographa crassa_last10yrs",158,25.2,0.967151767151767,"last10yrsLichens","Lichens"
"Enterographa elaborata_last10yrs",4,1.8,0.999331550802139,"last10yrsLichens","Lichens"
"Enterographa hutchinsiae_last10yrs",24,5.2,0.99568345323741,"last10yrsLichens","Lichens"
"Enterographa pitardii_last10yrs",7,7,0.999164677804296,"last10yrsLichens","Lichens"
"Enterographa sorediata_last10yrs",27,5.5,0.994665085951393,"last10yrsLichens","Lichens"
"Eopyrenula avellanae_last10yrs",3,1,0.999602911978822,"last10yrsLichens","Lichens"
"Eopyrenula grandicula_last10yrs",33,6.3,0.993479549496147,"last10yrsLichens","Lichens"
"Eopyrenula leucoplaca_last10yrs",1,1,0.999932482614273,"last10yrsLichens","Lichens"
"Eopyrenula septemseptata_last10yrs",2,1,0.999748015623031,"last10yrsLichens","Lichens"
"Ephebe hispidula_last10yrs",1,1,0.999918719011623,"last10yrsLichens","Lichens"
"Ephebe lanata_last10yrs",28,5.2,0.994178794178794,"last10yrsLichens","Lichens"
"Epicladonia sandstedei_last10yrs",2,1,0.999761336515513,"last10yrsLichens","Lichens"
"Epicladonia stenospora_last10yrs",1,1,0.9997920997921,"last10yrsLichens","Lichens"
"Epigloea bactrospora_last10yrs",1,1,0.999932482614273,"last10yrsLichens","Lichens"
"Epigloea filifera_last10yrs",2,1,0.999828045739833,"last10yrsLichens","Lichens"
"Epigloea grummannii_last10yrs",1,1,0.999935128121959,"last10yrsLichens","Lichens"
"Epigloea medioincrassata_last10yrs",1,1,0.999929032715918,"last10yrsLichens","Lichens"
"Epigloea soleiformis_last10yrs",4,1,0.999331550802139,"last10yrsLichens","Lichens"
"Epilichen scabrosus_last10yrs",9,4.1,0.998221695317131,"last10yrsLichens","Lichens"
"Epiphloea byssina_last10yrs",1,1,0.999906217762356,"last10yrsLichens","Lichens"
"Euopsis granatina_last10yrs",1,1,0.999918719011623,"last10yrsLichens","Lichens"
"Euopsis pulvinata_last10yrs",1,1,0.999832887700535,"last10yrsLichens","Lichens"
"Evernia prunastri_last10yrs",1057,150.4,0.78024948024948,"last10yrsLichens","Lichens"
"Everniicola flexispora_last10yrs",2,1,0.999604821181585,"last10yrsLichens","Lichens"
"Farnoldia jurana_last10yrs",12,2.2,0.997841726618705,"last10yrsLichens","Lichens"
"Fellhanera bouteillei_last10yrs",24,6.2,0.995010395010395,"last10yrsLichens","Lichens"
"Fellhanera duplex_last10yrs",0,0,1,"last10yrsLichens","Lichens"
"Fellhanera ochracea_last10yrs",3,1.9,0.999498663101604,"last10yrsLichens","Lichens"
"Fellhanera subtilis_last10yrs",1,1,0.999892078566803,"last10yrsLichens","Lichens"
"Fellhanera viridisorediata_last10yrs",0,0,1,"last10yrsLichens","Lichens"
"Fellhaneropsis myrtillicola_last10yrs",7,2.2,0.998544698544699,"last10yrsLichens","Lichens"
"Fellhaneropsis vezdae_last10yrs",10,2.4,0.997920997920998,"last10yrsLichens","Lichens"
"Flavocetraria nivalis_last10yrs",11,6,0.998021582733813,"last10yrsLichens","Lichens"
"Flavoparmelia caperata_last10yrs",628,90,0.869438669438669,"last10yrsLichens","Lichens"
"Flavoparmelia soredians_last10yrs",134,22.6,0.972141372141372,"last10yrsLichens","Lichens"
"Frigidopyrenia bryospila_last10yrs",0,0,1,"last10yrsLichens","Lichens"
"Frutidella caesioatra_last10yrs",3,1.9,0.999734372233044,"last10yrsLichens","Lichens"
"Frutidella pullata_last10yrs",0,0,1,"last10yrsLichens","Lichens"
"Fulgensia bracteata_last10yrs",1,1,0.999922474610435,"last10yrsLichens","Lichens"
"Fulgensia fulgens_last10yrs",20,12.8,0.996402877697842,"last10yrsLichens","Lichens"
"Fuscidea arboricola_last10yrs",5,2,0.999012052953962,"last10yrsLichens","Lichens"
"Fuscidea austera_last10yrs",5,1.7,0.999012052953962,"last10yrsLichens","Lichens"
"Fuscidea cyathoides var. cyathoides_last10yrs",247,35.3,0.948648648648649,"last10yrsLichens","Lichens"
"Fuscidea cyathoides var. sorediata_last10yrs",1,1,0.999843701156611,"last10yrsLichens","Lichens"
"Fuscidea gothoburgensis_last10yrs",10,2.5,0.998024105907923,"last10yrsLichens","Lichens"
"Fuscidea intercincta_last10yrs",3,1.9,0.999602911978822,"last10yrsLichens","Lichens"
"Fuscidea kochiana_last10yrs",21,4.2,0.995850622406639,"last10yrsLichens","Lichens"
"Fuscidea lightfootii_last10yrs",359,56.2,0.925363825363825,"last10yrsLichens","Lichens"
"Fuscidea lygaea_last10yrs",56,11.2,0.988357588357588,"last10yrsLichens","Lichens"
"Fuscidea praeruptorum_last10yrs",43,9.2,0.99150365540407,"last10yrsLichens","Lichens"
"Fuscidea pusilla_last10yrs",1,1,0.999906217762356,"last10yrsLichens","Lichens"
"Fuscidea recensa_last10yrs",32,6.1,0.993347193347193,"last10yrsLichens","Lichens"
"Fuscopannaria ignobilis_last10yrs",12,3.4,0.997628927089508,"last10yrsLichens","Lichens"
"Fuscopannaria mediterranea_last10yrs",33,7.6,0.993139293139293,"last10yrsLichens","Lichens"
"Fuscopannaria praetermissa_last10yrs",2,1,0.999861072520144,"last10yrsLichens","Lichens"
"Fuscopannaria sampaiana_last10yrs",46,8,0.99043659043659,"last10yrsLichens","Lichens"
"Geltingia associata_last10yrs",2,1,0.999640287769784,"last10yrsLichens","Lichens"
"Gomphillus calycioides_last10yrs",21,5.8,0.995634095634096,"last10yrsLichens","Lichens"
"Graphina anguina auct. europ._last10yrs",24,5.6,0.995010395010395,"last10yrsLichens","Lichens"
"Graphina pauciloculata_last10yrs",11,3,0.997826516498716,"last10yrsLichens","Lichens"
"Graphina ruiziana_last10yrs",44,9.6,0.991306065994863,"last10yrsLichens","Lichens"
"Graphis alboscripta_last10yrs",9,2,0.998221695317131,"last10yrsLichens","Lichens"
"Graphis elegans_last10yrs",166,25.1,0.965488565488566,"last10yrsLichens","Lichens"
"Graphis scripta_last10yrs",345,53.1,0.928274428274428,"last10yrsLichens","Lichens"
"Graphium aphthosae_last10yrs",1,1,0.999852398523985,"last10yrsLichens","Lichens"
"Gregorella humida_last10yrs",2,1,0.999803806160487,"last10yrsLichens","Lichens"
"Gyalecta biformis_last10yrs",2,2,0.999640287769784,"last10yrsLichens","Lichens"
"Gyalecta derivata_last10yrs",13,2.2,0.998081180811808,"last10yrsLichens","Lichens"
"Gyalecta flotowii_last10yrs",7,2,0.998616874135546,"last10yrsLichens","Lichens"
"Gyalecta foveolaris_last10yrs",1,1,0.999852398523985,"last10yrsLichens","Lichens"
"Gyalecta geoica_last10yrs",6,2.8,0.998997326203209,"last10yrsLichens","Lichens"
"Gyalecta hypoleuca_last10yrs",5,3.7,0.999403341288783,"last10yrsLichens","Lichens"
"Gyalecta jenensis var. jenensis_last10yrs",63,10.1,0.986902286902287,"last10yrsLichens","Lichens"
"Gyalecta jenensis var. macrospora_last10yrs",2,1,0.999822914822029,"last10yrsLichens","Lichens"
"Gyalecta truncigena_last10yrs",63,13,0.986902286902287,"last10yrsLichens","Lichens"
"Gyalecta ulmi_last10yrs",11,2.5,0.997826516498716,"last10yrsLichens","Lichens"
"Gyalidea fritzei_last10yrs",3,1,0.999460431654676,"last10yrsLichens","Lichens"
"Gyalidea hyalinescens_last10yrs",1,1,0.999880668257757,"last10yrsLichens","Lichens"
"Gyalidea lecideopsis_last10yrs",1,1,0.999897172236504,"last10yrsLichens","Lichens"
"Gyalidea rivularis_last10yrs",0,0,1,"last10yrsLichens","Lichens"
"Gyalidea roseola_last10yrs",0,0,1,"last10yrsLichens","Lichens"
"Gyalidea subscutellaris_last10yrs",12,4,0.998902003842987,"last10yrsLichens","Lichens"
"Gyalideopsis muscicola_last10yrs",20,4.6,0.995841995841996,"last10yrsLichens","Lichens"
"Haematomma ochroleucum_last10yrs",1,1,0.999832887700535,"last10yrsLichens","Lichens"
"Haematomma ochroleucum var. ochroleucum_last10yrs",53,7.3,0.988981288981289,"last10yrsLichens","Lichens"
"Haematomma ochroleucum var. porphyrium_last10yrs",161,23.3,0.966528066528067,"last10yrsLichens","Lichens"
"Halecania alpivaga_last10yrs",1,1,0.999922474610435,"last10yrsLichens","Lichens"
"Halecania micacea_last10yrs",2,2,0.999856641100996,"last10yrsLichens","Lichens"
"Halecania ralfsii_last10yrs",14,3,0.997089397089397,"last10yrsLichens","Lichens"
"Halecania rhypodiza_last10yrs",0,0,1,"last10yrsLichens","Lichens"
"Halecania spodomela_last10yrs",2,1,0.999687402313223,"last10yrsLichens","Lichens"
"Halecania viridescens_last10yrs",20,7,0.995841995841996,"last10yrsLichens","Lichens"
"Hawksworthiana peltigericola_last10yrs",2,2,0.999761336515513,"last10yrsLichens","Lichens"
"Hemigrapha atlantica_last10yrs",2,1,0.999748015623031,"last10yrsLichens","Lichens"
"Herteliana gagei_last10yrs",14,4,0.997089397089397,"last10yrsLichens","Lichens"
"Hertelidea botryosa_last10yrs",14,2.6,0.997482014388489,"last10yrsLichens","Lichens"
"Heterodermia leucomela_last10yrs",21,6.2,0.995850622406639,"last10yrsLichens","Lichens"
"Heterodermia obscurata_last10yrs",19,3.2,0.996049896049896,"last10yrsLichens","Lichens"
"Heterodermia propagulifera_last10yrs",1,1,0.999935128121959,"last10yrsLichens","Lichens"
"Heterodermia speciosa_last10yrs",3,1,0.999498663101604,"last10yrsLichens","Lichens"
"Heteroplacidium fusculum_last10yrs",2,1,0.999604821181585,"last10yrsLichens","Lichens"
"Homostegia piggotii_last10yrs",33,7,0.993139293139293,"last10yrsLichens","Lichens"
"Hydropunctaria amphibia_last10yrs",1,1,0.999852398523985,"last10yrsLichens","Lichens"
"Hydropunctaria aractina_last10yrs",1,1,0.999832887700535,"last10yrsLichens","Lichens"
"Hydropunctaria maura_last10yrs",74,10.4,0.984615384615385,"last10yrsLichens","Lichens"
"Hydropunctaria oceanica_last10yrs",3,3,0.999498663101604,"last10yrsLichens","Lichens"
"Hydropunctaria orae_last10yrs",2,2,0.999665775401069,"last10yrsLichens","Lichens"
"Hydropunctaria rheitrophila_last10yrs",3,1,0.999460431654676,"last10yrsLichens","Lichens"
"Hydropunctaria scabra_last10yrs",6,2.8,0.998997326203209,"last10yrsLichens","Lichens"
"Hymenelia epulotica_last10yrs",6,2.4,0.998920863309352,"last10yrsLichens","Lichens"
"Hymenelia heteromorpha_last10yrs",0,0,1,"last10yrsLichens","Lichens"
"Hymenelia melanocarpa_last10yrs",1,1,0.999922474610435,"last10yrsLichens","Lichens"
"Hymenelia prevostii_last10yrs",28,5.2,0.994467496542185,"last10yrsLichens","Lichens"
"Hyperphyscia adglutinata_last10yrs",138,20.6,0.971309771309771,"last10yrsLichens","Lichens"
"Hypocenomyce anthracophila_last10yrs",0,0,1,"last10yrsLichens","Lichens"
"Hypocenomyce caradocensis_last10yrs",4,1.8,0.999209642363169,"last10yrsLichens","Lichens"
"Hypocenomyce friesii_last10yrs",24,5.3,0.995010395010395,"last10yrsLichens","Lichens"
"Hypocenomyce scalaris_last10yrs",195,29.9,0.959459459459459,"last10yrsLichens","Lichens"
"Hypogymnia farinacea_last10yrs",1,1,0.999820143884892,"last10yrsLichens","Lichens"
"Hypogymnia physodes_last10yrs",993,137.4,0.793555093555094,"last10yrsLichens","Lichens"
"Hypogymnia tubulosa_last10yrs",426,57.7,0.911434511434511,"last10yrsLichens","Lichens"
"Hypogymnia vittata_last10yrs",1,1,0.999820143884892,"last10yrsLichens","Lichens"
"Hypotrachyna afrorevoluta_last10yrs",137,31,0.971517671517672,"last10yrsLichens","Lichens"
"Hypotrachyna britannica_last10yrs",10,2,0.998024105907923,"last10yrsLichens","Lichens"
"Hypotrachyna endochlora_last10yrs",12,2.8,0.997841726618705,"last10yrsLichens","Lichens"
"Hypotrachyna laevigata_last10yrs",124,23.5,0.974220374220374,"last10yrsLichens","Lichens"
"Hypotrachyna revoluta s. lat._last10yrs",313,47.1,0.934927234927235,"last10yrsLichens","Lichens"
"Hypotrachyna revoluta s. str._last10yrs",51,26.2,0.989397089397089,"last10yrsLichens","Lichens"
"Hypotrachyna sinuosa_last10yrs",42,6.4,0.991268191268191,"last10yrsLichens","Lichens"
"Hypotrachyna taylorensis_last10yrs",67,15.1,0.986070686070686,"last10yrsLichens","Lichens"
"Icmadophila ericetorum_last10yrs",55,12,0.988565488565489,"last10yrsLichens","Lichens"
"Illosporiopsis christiansenii_last10yrs",83,22.3,0.982744282744283,"last10yrsLichens","Lichens"
"Illosporium carneum_last10yrs",2,2,0.999640287769784,"last10yrsLichens","Lichens"
"Immersaria athroocarpa_last10yrs",30,3.6,0.993762993762994,"last10yrsLichens","Lichens"
"Imshaugia aleurites_last10yrs",55,9.1,0.988565488565489,"last10yrsLichens","Lichens"
"Intralichen baccisporus_last10yrs",2,1,0.999640287769784,"last10yrsLichens","Lichens"
"Intralichen christiansenii_last10yrs",7,2,0.998741007194245,"last10yrsLichens","Lichens"
